# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0,3.0,89.25850487869843,0,3.0,-1.1426912782937266,0.0,0.0,0.0
 0.06847282282542362,1.0000910125465376,3.0070322022694453,89.25850487869843,0.20541846847627085,3.0,-1.1426912782937266,0.0,-16.24929215009269,0.0
 0.09677280875437534,1.0002380820118322,3.0140453339454676,88.79865013949538,0.29031842626312604,3.000000000000001,-1.147989490040404,0.0,-21.261057488737137,0.0
 0.11844658203069523,1.000441035129813,3.0210393143130765,88.33784279986968,0.3553397460920857,2.9999999999999987,-1.1531649054088235,0.0,-25.316874750438846,0.0
 0.13668438644885542,1.0006996986344103,3.0280140626572822,87.87611858969213,0.4100531593465662,2.999999999999999,-1.1582148775623506,0.0,-28.843243973560217,0.0
 0.15272297576880445,1.001013899259554,3.0349694982630946,87.4135136449451,0.45816892730641334,3.0000000000000018,-1.163136831394475,0.0,-32.018989941129725,0.0
 0.16719717239962897,1.001383463739174,3.0419055404155224,86.95006448861679,0.501591517198887,3.0000000000000018,-1.1679282670247781,0.0,-34.93999876487426,0.0
 0.180484421797421,1.0018082188071997,3.0488221083995772,86.48580801106937,0.541453265392263,3.0,-1.1725867636267777,0.0,-37.664788226110964,0.0
 0.19283087542482874,1.0022879911975617,3.0557191215002675,86.02078144984957,0.5784926262744863,3.000000000000002,-1.177109982639231,0.0,-40.23211668924276,0.0
 0.20440767324493725,1.0028226076441895,3.0625964990026042,85.55502236906318,0.6132230197348117,2.999999999999995,-1.1814956715473188,0.0,-42.6691576511815,0.0
 0.2153395443328854,1.0034118948810131,3.0694541601915963,85.08856863818912,0.6460186329986563,3.0000000000000027,-1.1857416668912892,0.0,-44.99577803288083,0.0
 0.22572074559417638,1.0040556796419622,3.076292024352254,84.62145841052141,0.6771622367825292,3.0000000000000027,-1.1898458975467219,0.0,-47.226977649734216,0.0
 0.23562458303320777,1.004753788660967,3.0831100107695875,84.15373010114169,0.7068737490996234,3.0000000000000058,-1.1938063877911484,0.0,-49.37437324347741,0.0
 0.2451094170843666,1.005506048671957,3.089908038728606,83.6854223645473,0.7353282512531,3.000000000000009,-1.197621260092596,0.0,-51.44714841915551,0.0
 0.2542226197997028,1.006312286408862,3.0966860275143198,83.21657407187757,0.7626678593991086,3.0000000000000093,-1.2012887379041084,0.0,-53.452687237528956,0.0
 0.2630032781404062,1.0071723286056127,3.1034438964117386,82.74722428785233,0.7890098344212189,3.0,-1.2048071482420164,0.0,-55.397011448850314,0.0
 0.2714840973787368,1.0080860019961384,3.110181564705872,82.27741224741091,0.8144522921362107,3.0000000000000067,-1.2081749240769641,0.0,-57.285090993842225,0.0
 0.27969277623701894,1.0090531333143689,3.116898951681731,81.80717733207499,0.8390783287110573,3.0000000000000133,-1.2113906065513012,0.0,-59.12106996990915,0.0
 0.2876530226638492,1.0100735492942343,3.1235959766243244,81.33655904609664,0.8629590679915479,2.9999999999999862,-1.214452847071508,0.0,-60.90843459905276,0.0
 0.29538531880234237,1.0111470766696644,3.1302725588186617,80.86559699244472,0.8861559564070275,3.000000000000007,-1.2173604090688028,0.0,-62.6501404301816,0.0
 0.30290750695091495,1.012273542174589,3.1369286175497537,80.3943308485944,0.9087225208527453,3.0000000000000075,-1.2201121699402473,0.0,-64.34871024527637,0.0
 0.3102352452159639,1.0134527725429383,3.1435640721026097,79.92280034222354,0.930705735647892,2.999999999999985,-1.2227071221491597,0.0,-66.00631052650714,0.0
 0.3173823666292816,1.0146845945086418,3.15017884176224,79.45104522684545,0.9521470998878452,3.0000000000000075,-1.2251443748852424,0.0,-67.62481197138354,0.0
 0.3243611656194828,1.0159688348056297,3.1567728458136535,78.97910525734702,0.9730834968584487,2.999999999999992,-1.227423154837731,0.0,-69.20583792760561,0.0
 0.3311826290378914,1.017305320167832,3.1633460035418612,78.50702016558353,0.9935478871136746,3.0,-1.2295428072639778,0.0,-70.75080359923945,0.0
 0.3378566243228956,1.0186938773291778,3.1698982342318724,78.03482963595195,1.013569872968687,2.9999999999999916,-1.2315027966455525,0.0,-72.26094807113795,0.0
 0.34439205414375307,1.020134333023598,3.1764294571686973,77.5625732810444,1.0331761624312594,2.9999999999999916,-1.2333027069628286,0.0,-73.73736070219364,0.0
 0.35079698454964175,1.0216265139850218,3.1829395916373455,77.09029061743294,1.0523909536489255,3.000000000000009,-1.2349422422818463,0.0,-75.18100306641202,0.0
 0.35707875197257966,1.0231702469473793,3.189428556922827,76.61802104154656,1.0712362559177393,3.000000000000009,-1.2364212264667838,0.0,-76.59272730806552,0.0
 0.3632440532013915,1.0247653586446004,3.195896272310151,76.14580380575609,1.089732159604175,3.0,-1.2377396032202257,0.0,-77.97329161665236,0.0
 0.36929902152851396,1.026411675810615,3.2023426570843285,75.67367799465579,1.1078970645855422,2.9999999999999907,-1.2388974356027904,0.0,-79.32337334701944,0.0
 0.37524929158317755,1.028109025179353,3.2087676305303683,75.2016825015941,1.1257478747495329,2.9999999999999907,-1.239894905559383,0.0,-80.64358020878058,0.0
 0.3811000548415561,1.0298572334847442,3.2151711119332815,74.72985600548448,1.1433001645246685,2.9999999999999907,-1.2407323130736472,0.0,-81.93445986180326,0.0
 0.38685610740319143,1.0316561274607186,3.2215530205780767,74.25823694791073,1.1605683222095744,2.9999999999999902,-1.2414100751379495,0.0,-83.19650817268035,0.0
