dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,0.000039,0.640000,0.000049,0.004936,0.246792,12.339576,0.000000
0.020000,0.000237,0.640000,0.000247,0.009872,0.246792,-0.000000,0.000000
0.020000,0.000632,0.640000,0.000642,0.019743,0.493583,12.339576,0.000000
0.020000,0.001224,0.640000,0.001234,0.029615,0.493583,0.000000,0.000000
0.020000,0.002014,0.640000,0.002024,0.039487,0.493583,0.000000,0.000000
0.020000,0.003001,0.640000,0.003011,0.049358,0.493583,-0.000000,0.000000
0.020000,0.004185,0.640000,0.004195,0.059230,0.493583,0.000000,0.000000
0.020000,0.005567,0.640000,0.005577,0.069102,0.493583,0.000000,0.000000
0.020000,0.007147,0.640000,0.007157,0.078973,0.493583,-0.000000,0.000000
0.020000,0.008924,0.640000,0.008934,0.088845,0.493583,0.000000,0.000000
0.020000,0.010898,0.640000,0.010908,0.098717,0.493583,-0.000000,0.000000
0.020000,0.013070,0.640000,0.013080,0.108588,0.493583,0.000000,0.000000
0.020000,0.015439,0.640000,0.015449,0.118460,0.493583,-0.000000,0.000000
0.020000,0.018006,0.640000,0.018016,0.128332,0.493583,-0.000000,0.000000
0.020000,0.020770,0.640000,0.020780,0.138203,0.493583,0.000000,0.000000
0.020000,0.023731,0.640000,0.023741,0.148075,0.493583,0.000000,0.000000
0.020000,0.026890,0.640000,0.026900,0.157947,0.493583,-0.000000,0.000000
0.020000,0.030247,0.640000,0.030257,0.167818,0.493583,-0.000000,0.000000
0.020000,0.033800,0.640000,0.033810,0.177690,0.493583,-0.000000,0.000000
0.020000,0.037552,0.640000,0.037562,0.187562,0.493583,0.000000,0.000000
0.020000,0.041500,0.640000,0.041510,0.197433,0.493583,0.000000,0.000000
0.020000,0.045646,0.640000,0.045656,0.207305,0.493583,0.000000,0.000000
0.020000,0.049990,0.640000,0.050000,0.217177,0.493583,-0.000000,0.000000
0.020000,0.054531,0.640000,0.054541,0.227048,0.493583,0.000000,0.000000
0.020000,0.059269,0.640000,0.059279,0.236920,0.493583,0.000000,0.000000
0.020000,0.064205,0.640000,0.064215,0.246792,0.493583,0.000000,0.000000
