3.352045, 0.239700, 20
3.356472, 0.221363, 20
3.360533, 0.203035, 20
3.364227, 0.184718, 20
3.367555, 0.166409, 20
3.370518, 0.148108, 20
3.373114, 0.129815, 20
3.375344, 0.111529, 20
3.377209, 0.093249, 20
3.378709, 0.074973, 20
3.379843, 0.056702, 20
3.380612, 0.038434, 20
3.381015, 0.020167, 20
3.381135, 0.005993, 20
3.381144, 0.000476, 20
3.381144, 0.000000, 20
