dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,2.607858,2.473655,3.216568,0.779612,-0.547056,-0.357875,4.860944
0.020000,2.610086,2.458446,3.231939,0.768534,-0.553914,-0.342896,4.854753
0.020000,2.612190,2.443447,3.247085,0.757325,-0.560479,-0.328263,4.848767
0.020000,2.614176,2.428660,3.262005,0.745989,-0.566764,-0.314240,4.842978
0.020000,2.616048,2.414089,3.276696,0.734534,-0.572777,-0.300626,4.837381
0.020000,2.617812,2.399737,3.291155,0.722963,-0.578528,-0.287555,4.831968
0.020000,2.619471,2.385609,3.305381,0.711283,-0.584028,-0.275000,4.826735
0.020000,2.621032,2.371706,3.319371,0.699497,-0.589285,-0.262843,4.821674
0.020000,2.622499,2.358033,3.333123,0.687611,-0.594311,-0.251300,4.816781
0.020000,2.623875,2.344590,3.346635,0.675628,-0.599112,-0.240087,4.812049
0.020000,2.625165,2.331382,3.359906,0.663554,-0.603701,-0.229454,4.807475
0.020000,2.626373,2.318410,3.372934,0.651393,-0.608086,-0.219218,4.803052
0.020000,2.627503,2.305677,3.385717,0.639147,-0.612273,-0.209363,4.798777
0.020000,2.628559,2.293186,3.398254,0.626822,-0.616274,-0.200058,4.794645
0.020000,2.629544,2.280937,3.410542,0.614420,-0.620094,-0.190986,4.790651
0.020000,2.630462,2.268933,3.422581,0.601945,-0.623743,-0.182449,4.786793
0.020000,2.631317,2.257176,3.434369,0.589400,-0.627227,-0.174189,4.783064
0.020000,2.632110,2.245667,3.445905,0.576789,-0.630553,-0.166330,4.779463
0.020000,2.632847,2.234409,3.457187,0.564115,-0.633729,-0.158766,4.775986
0.020000,2.633529,2.223403,3.468215,0.551380,-0.636761,-0.151600,4.772628
0.020000,2.634160,2.212650,3.478986,0.538587,-0.639654,-0.144660,4.769388
0.020000,2.634743,2.202151,3.489501,0.525738,-0.642415,-0.138062,4.766261
0.020000,2.635280,2.191908,3.499758,0.512837,-0.645050,-0.131733,4.763246
0.020000,2.635773,2.181923,3.509756,0.499886,-0.647563,-0.125678,4.760338
0.020000,2.636227,2.172196,3.519493,0.486887,-0.649961,-0.119865,4.757536
0.020000,2.636641,2.162728,3.528970,0.473842,-0.652247,-0.114304,4.754837
0.020000,2.637020,2.153520,3.538185,0.460753,-0.654426,-0.108949,4.752238
0.020000,2.637366,2.144575,3.547138,0.447623,-0.656503,-0.103872,4.749738
0.020000,2.637680,2.135891,3.555827,0.434454,-0.658481,-0.098899,4.747334
0.020000,2.637965,2.127471,3.564252,0.421246,-0.660366,-0.094223,4.745024
0.020000,2.638222,2.119315,3.572412,0.408003,-0.662159,-0.089667,4.742805
0.020000,2.638453,2.111424,3.580306,0.394726,-0.663865,-0.085330,4.740677
0.020000,2.638661,2.103799,3.587935,0.381416,-0.665487,-0.081099,4.738637
0.020000,2.638847,2.096439,3.595296,0.368076,-0.667030,-0.077113,4.736683
0.020000,2.639013,2.089347,3.602390,0.354706,-0.668493,-0.073156,4.734814
0.020000,2.639160,2.082523,3.609216,0.341308,-0.669881,-0.069432,4.733029
0.020000,2.639290,2.075966,3.615774,0.327884,-0.671199,-0.065867,4.731326
0.020000,2.639404,2.069679,3.622063,0.314435,-0.672444,-0.062261,4.729703
0.020000,2.639503,2.063660,3.628082,0.300963,-0.673624,-0.058981,4.728159
0.020000,2.639590,2.057911,3.633831,0.287468,-0.674737,-0.055655,4.726693
0.020000,2.639664,2.052433,3.639310,0.273952,-0.675787,-0.052490,4.725304
0.020000,2.639728,2.047225,3.644519,0.260417,-0.676775,-0.049436,4.723991
0.020000,2.639782,2.042288,3.649456,0.246863,-0.677704,-0.046445,4.722753
0.020000,2.639828,2.037622,3.654122,0.233291,-0.678575,-0.043531,4.721588
0.020000,2.639866,2.033228,3.658516,0.219703,-0.679390,-0.040772,4.720496
0.020000,2.639897,2.029107,3.662638,0.206100,-0.680149,-0.037937,4.719475
0.020000,2.639923,2.025257,3.666488,0.192483,-0.680855,-0.035321,4.718526
0.020000,2.639943,2.021680,3.670065,0.178853,-0.681509,-0.032671,4.717648
0.020000,2.639959,2.018376,3.673369,0.165211,-0.682112,-0.030170,4.716839
0.020000,2.639972,2.015345,3.676400,0.151558,-0.682664,-0.027587,4.716099
0.020000,2.639981,2.012587,3.679158,0.137894,-0.683167,-0.025169,4.715428
0.020000,2.639988,2.010102,3.681642,0.124222,-0.683623,-0.022796,4.714826
0.020000,2.639993,2.007892,3.683853,0.110541,-0.684030,-0.020344,4.714290
0.020000,2.639996,2.005955,3.685790,0.096853,-0.684392,-0.018078,4.713822
0.020000,2.639998,2.004291,3.687453,0.083159,-0.684706,-0.015714,4.713421
0.020000,2.639999,2.002902,3.688843,0.069460,-0.684976,-0.013490,4.713086
0.020000,2.640000,2.001787,3.689958,0.055756,-0.685199,-0.011179,4.712818
0.020000,2.640000,2.000946,3.690799,0.042048,-0.685379,-0.009007,4.712616
0.020000,2.640000,2.000379,3.691365,0.028338,-0.685514,-0.006740,4.712480
0.020000,2.640000,2.000087,3.691658,0.014626,-0.685605,-0.004538,4.712410
0.020000,2.640000,2.000005,3.691740,0.004113,-0.525644,7.998030,4.712390
0.020000,2.640000,2.000000,3.691745,0.000228,-0.194233,16.570582,4.712389
0.020000,2.640000,2.000000,3.691745,0.000000,-0.011409,9.141207,4.712389
