dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.000040,4.360000,0.000050,0.005000,0.250000,12.500000,0.000000
0.020000,1.000240,4.360000,0.000250,0.010000,0.250000,-0.000000,0.000000
0.020000,1.000640,4.360000,0.000650,0.020000,0.500000,12.500000,0.000000
0.020000,1.001240,4.360000,0.001250,0.030000,0.500000,0.000000,0.000000
0.020000,1.002040,4.360000,0.002050,0.040000,0.500000,0.000000,0.000000
0.020000,1.003040,4.360000,0.003050,0.050000,0.500000,-0.000000,0.000000
0.020000,1.004240,4.360000,0.004250,0.060000,0.500000,0.000000,0.000000
0.020000,1.005640,4.360000,0.005650,0.070000,0.500000,-0.000000,0.000000
0.020000,1.007240,4.360000,0.007250,0.080000,0.500000,0.000000,0.000000
0.020000,1.009040,4.360000,0.009050,0.090000,0.500000,0.000000,0.000000
0.020000,1.011040,4.360000,0.011050,0.100000,0.500000,0.000000,0.000000
0.020000,1.013240,4.360000,0.013250,0.110000,0.500000,-0.000000,0.000000
0.020000,1.015640,4.360000,0.015650,0.120000,0.500000,0.000000,0.000000
0.020000,1.018240,4.360000,0.018250,0.130000,0.500000,-0.000000,0.000000
0.020000,1.021040,4.360000,0.021050,0.140000,0.500000,0.000000,0.000000
0.020000,1.024040,4.360000,0.024050,0.150000,0.500000,-0.000000,0.000000
0.020000,1.027240,4.360000,0.027250,0.160000,0.500000,0.000000,0.000000
0.020000,1.030640,4.360000,0.030650,0.170000,0.500000,-0.000000,0.000000
0.020000,1.034240,4.360000,0.034250,0.180000,0.500000,-0.000000,0.000000
0.020000,1.038040,4.360000,0.038050,0.190000,0.500000,0.000000,0.000000
0.020000,1.042040,4.360000,0.042050,0.200000,0.500000,0.000000,0.000000
0.020000,1.046240,4.360000,0.046250,0.210000,0.500000,-0.000000,0.000000
0.020000,1.050640,4.360000,0.050650,0.220000,0.500000,0.000000,0.000000
0.020000,1.055240,4.360000,0.055250,0.230000,0.500000,0.000000,0.000000
0.020000,1.060040,4.360000,0.060050,0.240000,0.500000,0.000000,0.000000
0.020000,1.065040,4.360000,0.065050,0.250000,0.500000,0.000000,0.000000
0.020000,1.070240,4.360000,0.070250,0.260000,0.500000,0.000000,0.000000
0.020000,1.075640,4.360000,0.075650,0.270000,0.500000,-0.000000,0.000000
0.020000,1.081240,4.360000,0.081250,0.280000,0.500000,0.000000,0.000000
0.020000,1.087040,4.360000,0.087050,0.290000,0.500000,-0.000000,0.000000
0.020000,1.093040,4.360000,0.093050,0.300000,0.500000,0.000000,0.000000
0.020000,1.099240,4.360000,0.099250,0.310000,0.500000,0.000000,0.000000
0.020000,1.105640,4.360000,0.105650,0.320000,0.500000,-0.000000,0.000000
0.020000,1.112240,4.360000,0.112250,0.330000,0.500000,0.000000,0.000000
0.020000,1.119040,4.360000,0.119050,0.340000,0.500000,0.000000,0.000000
0.020000,1.126040,4.360000,0.126050,0.350000,0.500000,-0.000000,0.000000
0.020000,1.133240,4.360000,0.133250,0.360000,0.500000,-0.000000,0.000000
0.020000,1.140640,4.360000,0.140650,0.370000,0.500000,0.000000,0.000000
0.020000,1.148240,4.360000,0.148250,0.380000,0.500000,0.000000,0.000000
0.020000,1.156040,4.360000,0.156050,0.390000,0.500000,-0.000000,0.000000
0.020000,1.164040,4.360000,0.164050,0.400000,0.500000,-0.000000,0.000000
0.020000,1.172240,4.360000,0.172250,0.410000,0.500000,0.000000,0.000000
0.020000,1.180640,4.360000,0.180650,0.420000,0.500000,-0.000000,0.000000
0.020000,1.189240,4.360000,0.189250,0.430000,0.500000,0.000000,0.000000
0.020000,1.198040,4.360000,0.198050,0.440000,0.500000,0.000000,0.000000
0.020000,1.207040,4.360000,0.207050,0.450000,0.500000,-0.000000,0.000000
