dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.000065,4.360000,0.000075,0.007463,0.373134,18.656716,0.000000
0.020000,1.000363,4.360000,0.000373,0.014925,0.373134,-0.000000,0.000000
0.020000,1.000960,4.360000,0.000970,0.029851,0.746269,18.656716,0.000000
0.020000,1.001856,4.360000,0.001866,0.044776,0.746269,-0.000000,0.000000
0.020000,1.003050,4.360000,0.003060,0.059701,0.746269,0.000000,0.000000
0.020000,1.004542,4.360000,0.004552,0.074627,0.746269,0.000000,0.000000
0.020000,1.006333,4.360000,0.006343,0.089552,0.746269,0.000000,0.000000
0.020000,1.008423,4.360000,0.008433,0.104478,0.746269,-0.000000,0.000000
0.020000,1.010811,4.360000,0.010821,0.119403,0.746269,0.000000,0.000000
0.020000,1.013497,4.360000,0.013507,0.134328,0.746269,0.000000,0.000000
0.020000,1.016483,4.360000,0.016493,0.149254,0.746269,-0.000000,0.000000
0.020000,1.019766,4.360000,0.019776,0.164179,0.746269,0.000000,0.000000
0.020000,1.023348,4.360000,0.023358,0.179104,0.746269,0.000000,0.000000
0.020000,1.027229,4.360000,0.027239,0.194030,0.746269,0.000000,0.000000
0.020000,1.031408,4.360000,0.031418,0.208955,0.746269,-0.000000,0.000000
0.020000,1.035886,4.360000,0.035896,0.223881,0.746269,-0.000000,0.000000
0.020000,1.040662,4.360000,0.040672,0.238806,0.746269,0.000000,0.000000
0.020000,1.045736,4.360000,0.045746,0.253731,0.746269,0.000000,0.000000
0.020000,1.051109,4.360000,0.051119,0.268657,0.746269,0.000000,0.000000
0.020000,1.056781,4.360000,0.056791,0.283582,0.746269,0.000000,0.000000
0.020000,1.062751,4.360000,0.062761,0.298507,0.746269,-0.000000,0.000000
0.020000,1.069020,4.360000,0.069030,0.313433,0.746269,0.000000,0.000000
0.020000,1.075587,4.360000,0.075597,0.328358,0.746269,-0.000000,0.000000
0.020000,1.082453,4.360000,0.082463,0.343284,0.746269,0.000000,0.000000
